용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의료기기,087-011,수입,혈액응고인자분석기[1](CG02NV),혈액응고인자분석기[1],"Haematology analyser, coagulation",2018-01-24,(주)더블유메디텍
동물용의료기기,087-012,수입,면역화학검사시약[2](solo SAA test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-013,수입,치료적약물농도검사시약[3](solo Phenobarbital test kit),치료적약물농도검사시약[3],IVD reagents for therapeutic drug monitoring,2018-04-06,(주)더블유메디텍
동물용의료기기,087-014,수입,면역화학검사시약[2](solo NH3 Ammonia test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-015,수입,면역화학검사시약[2](solo Lipase(pancreatic) test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-016,수입,면역화학검사시약[2](solo Lactate test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-017,수입,면역화학검사시약[2](solo Haemoglobin test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-018,수입,면역화학검사시약[2](solo GLDH test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-019,수입,면역화학검사시약[2](solo Fructosamine test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-020,수입,혈액응고검사시약[3](solo Fibrinogen test kit),혈액응고검사시약[3],"IVD reagents for hemostasis and thrombosis, essential tests for clinical decision",2018-04-06,(주)더블유메디텍
동물용의료기기,087-021,수입,면역화학검사시약[2](solo cCRP test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-04-06,(주)더블유메디텍
동물용의료기기,087-022,수입,내분비물질검사시약[2](solo T4 test kit),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2018-04-06,(주)더블유메디텍
동물용의료기기,087-023,수입,혈액응고검사시약[3](CG SERIES Fib FOR ANIMAL),혈액응고검사시약[3],"IVD reagents for hemostasis and thrombosis, essential tests for clinical decision",2018-05-02,(주)더블유메디텍
동물용의료기기,087-024,수입,혈액응고검사시약[3](CG SERIES PT FOR ANIMAL),혈액응고검사시약[3],"IVD reagents for hemostasis and thrombosis, essential tests for clinical decision",2018-05-02,(주)더블유메디텍
동물용의료기기,087-025,수입,혈액응고검사시약[3](CG SERIES APTT FOR ANIMAL),혈액응고검사시약[3],"IVD reagents for hemostasis and thrombosis, essential tests for clinical decision",2018-05-02,(주)더블유메디텍
동물용의료기기,087-026,수입,혈액상자동분석장치[1](Exigo H400),혈액상자동분석장치[1],"Analyser, blood cell, automatic",2018-10-01,(주)더블유메디텍
동물용의료기기,087-027,수입,면역화학검사시약[2](solo Total Bile Acids test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-10-01,(주)더블유메디텍
동물용의료기기,087-028,수입,면역화학검사시약[2](solo canine Progesterone test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2018-10-01,(주)더블유메디텍
동물용의료기기,087-029,수입,혈액상자동분석장치[1](Exigo eos),혈액상자동분석장치[1],"Analyser, blood cell, automatic",2018-10-19,(주)더블유메디텍
동물용의료기기,087-030,수입,혈구검사보조시약[1](Exigo Diluent),혈구검사보조시약[1],IVD supportive reagents for blood test,2018-10-19,(주)더블유메디텍
동물용의료기기,087-031,수입,혈구검사시약[2](Exigo Lyse),혈구검사시약[2],IVD reagents for blood test,2018-10-19,(주)더블유메디텍
동물용의료기기,087-032,수입,혈구검사보조시약[1](Exigo System Cleaner),혈구검사보조시약[1],IVD supportive reagents for blood test,2018-10-19,(주)더블유메디텍
동물용의료기기,087-033,수입,혈구검사시약[2](Exigo EOS reagent),혈구검사시약[2],IVD reagents for blood test,2018-10-19,(주)더블유메디텍
동물용의료기기,087-034,수입,혈구검사보조시약[1](Exigo Diluent RFID),혈구검사보조시약[1],IVD supportive reagents for blood test,2018-11-05,(주)더블유메디텍
동물용의료기기,087-035,수입,혈구검사보조시약[1](Exigo System Cleaner RFID),혈구검사보조시약[1],IVD supportive reagents for blood test,2018-11-05,(주)더블유메디텍
동물용의료기기,087-036,수입,혈구검사시약[2](Exigo Lyse RFID),혈구검사시약[2],IVD reagents for blood test,2018-11-05,(주)더블유메디텍
동물용의료기기,087-037,수입,혈구검사시약[2](Exigo EOS reagent RFID),혈구검사시약[2],IVD reagents for blood test,2018-11-05,(주)더블유메디텍
동물용의료기기,087-038,수입,면역흡광측정장치[1](Exigo C200),면역흡광측정장치[1],"Analyser, immunoassay, photometric",2018-12-18,(주)더블유메디텍
동물용의료기기,087-039,수입,간접주입용의약품주입용기구[1](D-Grip Tube Holder),간접주입용의약품주입용기구[1],Indirect infusion device,2018-12-21,(주)더블유메디텍
동물용의료기기,087-040,수입,내분비물질검사시약[2](bovine Progesterone test kit),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2019-01-09,(주)더블유메디텍
동물용의료기기,087-041,수입,내분비물질검사시약[2](equine Progesterone test kit),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2019-01-09,(주)더블유메디텍
동물용의료기기,087-042,수입,미생물염색및배양시약[1](Rapidbacvet),미생물염색및배양시약[1],IVD reagents for staining or culturing clinical microbiology,2019-01-23,(주)더블유메디텍
동물용의료기기,087-043,수입,혈액가스분석기[1](Irma Vet Blood Analysis System),혈액가스분석기[1],"Analyser, blood gases",2019-02-20,(주)더블유메디텍
동물용의료기기,087-044,수입,면역흡광측정장치[1](CUBE-VET),면역흡광측정장치[1],"Analyser, immunoassay, photometric",2019-04-17,(주)더블유메디텍
동물용의료기기,087-045,수입,의료용미생물배양기[1](Cultura M),의료용미생물배양기[1],"Culture medium, bacterial cultivation/identification",2019-05-15,(주)더블유메디텍
동물용의료기기,087-046,수입,미생물염색및배양시약[1](Uricult Vet),미생물염색및배양시약[1],IVD reagents for staining or culturing clinical microbiology,2019-05-15,(주)더블유메디텍
동물용의료기기,087-047,수입,면역화학검사시약[2](solo Potassium test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2019-06-11,(주)더블유메디텍
동물용의료기기,087-048,수입,"혈액가스분석검사시약[2](CC, BG, H3 Cartridge)",혈액가스분석검사시약[2],IVD reagents for blood gas analysis,2019-06-17,(주)더블유메디텍
동물용의료기기,087-049,수입,미생물염색및배양시약[1](Hygicult Y and F),미생물염색및배양시약[1],IVD reagents for staining or culturing clinical microbiology,2019-07-09,(주)더블유메디텍
동물용의료기기,087-050,수입,미생물염색및배양시약[1](Intray Colorex Screen),미생물염색및배양시약[1],IVD reagents for staining or culturing clinical microbiology,2019-08-29,(주)더블유메디텍
동물용의료기기,087-051,수입,미생물염색및배양시약[1](Intray DM FungID),미생물염색및배양시약[1],IVD reagents for staining or culturing clinical microbiology,2019-08-29,(주)더블유메디텍
동물용의료기기,087-052,수입,"혈액형검사시약[4](Lab Test XM Feline, Quick Test XM Feline)",혈액형검사시약[4],IVD reagents for blood typing,2019-10-04,(주)더블유메디텍
동물용의료기기,087-053,수입,내분비물질검사시약[2](solo Cortisol test kit),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2020-03-10,(주)더블유메디텍
동물용의료기기,087-054,수입,경성귀내시경[1](Tele-View Wired Otoscope),경성귀내시경[1],"Otoscope, rigid",2020-03-25,(주)더블유메디텍
동물용의료기기,087-055,수입,경성귀내시경[1](Tele-View Wireless Otoscope),경성귀내시경[1],"Otoscope, rigid",2020-03-31,(주)더블유메디텍
동물용의료기기,087-056,수입,"면역화학검사시약[2](Pre Operation panel, 20Pack)",면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2020-06-08,(주)더블유메디텍
동물용의료기기,087-057,수입,"면역화하검사시약[2](Comprehensive panel, 20pack)",면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2020-06-08,(주)더블유메디텍
동물용의료기기,087-058,수입,경성귀내시경(Wired otoscope),경성귀내시경[1],"Otoscope, rigid",2020-07-23,(주)더블유메디텍
동물용의료기기,087-059,수입,면역화학검사시약[2](SOLO SDMA test kit),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2021-03-30,(주)더블유메디텍
동물용의료기기,087-060,수입,정도관리물질[1](solo SDMA control test kit),정도관리물질[1~4],"Calibrators, controls or standards",2021-04-07,(주)더블유메디텍
동물용의료기기,087-061,수입,면역화학분석시약[2](Electrolyte Panel),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2022-02-24,(주)더블유메디텍
동물용의료기기,087-062,수입,단기사용기관·기관지용튜브·카테터[2](Dog V-gel Advanced D3외 3종),단기사용기관·기관지용튜브·카테터[2],"Catheter, bronchus, short-term use",2023-02-02,(주)더블유메디텍
동물용의료기기,087-063,수입,보정용기구[1](환축고정보조대(HUG-U-VAC Positioner 외 5종)),보정용 기구[1~2],Instrument for modification of animal,2023-02-20,(주)더블유메디텍
동물용의료기기,088-001,수입,초음파혈류계[2](400-Series Flowmeters),초음파혈류계[2],"Blood flowmeter, ultrasonic",2014-05-16,(주)하주
동물용의료기기,088-002,수입,레이저혈류계[2](BLF22 Laser Doppler Flowmeters),레이저혈류계[2],"Blood flowmeter, laser",2014-05-16,(주)하주
동물용의료기기,088-003,수입,혈류량계[2](ADV500 Pressure-Volume System),혈류량계[2],Plethysmograph,2014-10-06,(주)하주
동물용의료기기,089-001,제조,수동식재사용가능의료용핸드피스[1](Surgical Handle 010),수동식재사용가능의료용핸드피스[1],"Surgical drill handpiece, manual",2013-12-20,아이디어 벳 메디칼
동물용의료기기,089-002,제조,수동식재사용의료용천공기[1](IVET-D10외 4종),수동식재사용의료용천공기[1],"Trephine instrument, manually-operated, reusable",2013-12-20,아이디어 벳 메디칼
동물용의료기기,089-001,수입,동물의료용영상출력기[1](CR 7 VET),영상출력기[1],Imager for veterinary use,2015-01-26,(주)신기사
동물용의료기기,089-002,수입,경성귀내시경[1](DE 501),경성귀내시경[1],"Otoscope, rigid",2015-02-09,(주)신기사
동물용의료기기,089-003,수입,경성귀내시경[1](DE 551),경성귀내시경[1],"Otoscope, rigid",2015-02-09,(주)신기사
동물용의료기기,089-004,수입,동물의료용절삭기구[1](FG Plain Round Bur 외 24종),의료용절삭기구[1],Abrasive device,2015-03-18,(주)신기사
동물용의료기기,089-005,수입,재사용가능치과용큐렛[1](D1007 외 21종),재사용가능치과용큐렛[1],"Dental curette, basic",2015-03-18,(주)신기사
동물용의료기기,089-006,수입,치과치료용핀셋[1](Extraction Forcep No.1 d외8종),치과치료용핀셋[1],"Forceps, dental",2015-03-18,(주)신기사
동물용의료기기,089-007,수입,치과용기자[1](Winged Elvator 1mm외 20종),치과용기자[1],Root elevator,2015-03-18,(주)신기사
동물용의료기기,089-008,수입,치과용기자[1](Mouth Gag 5cm 외 12종),치과용기자[1],Root elevator,2015-03-18,(주)신기사
동물용의료기기,089-009,수입,재사용가능의료용겸자[1](Flexible Forceps ES140),재사용가능의료용겸자[1],"Forceps, reusable",2015-06-15,(주)신기사
동물용의료기기,089-010,수입,안압계[2](AccuPen),안압계[2],"Tonometer, battery-operated",2015-06-16,(주)신기사
동물용의료기기,089-011,수입,치과용진료장치 [2](iM3 elite),치과용진료장치[2],"Unit, dental",2015-09-01,(주)신기사
동물용의료기기,089-012,수입,경성인두경[1](DE 1250),경성인두경[1],"Thoracoscope, rigid",2015-10-26,(주)신기사
동물용의료기기,089-013,수입,재사용가능의료용겸자[1](ES 141),재사용가능의료용겸자[1],"Forceps, reusable",2015-11-10,(주)신기사
동물용의료기기,089-014,수입,헤마토크릿용원심분리기[2](C-MH30),원심방식임상화학자동분석장치[1],Centrifugal clinical chemistry automated analyser,2015-11-20,(주)신기사
동물용의료기기,089-015,수입,"수동유압식수술대[1](Classic V-Top Surgery Table, Hydraulic 외 6종)",수동유압식수술대[1],"Table, operation, hydraulically-powered",2015-12-14,(주)신기사
동물용의료기기,089-016,수입,"치과용진료장치[2](IM3 GS Deluxe, IM3 GS Deluxe LED)",치과용진료장치[2],"Unit, dental",2015-12-24,(주)신기사
동물용의료기기,089-017,수입,치과용초음파치석제거기[2](ART-P6),치과용초음파치석제거기[2],Ultrasonic dental scaling system,2016-03-02,(주)신기사
동물용의료기기,089-018,수입,치과용초음파치석제거기[2](Piezo Scaler Pyon 2),치과용초음파치석제거기[2],Ultrasonic dental scaling system,2016-03-02,(주)신기사
동물용의료기기,089-019,수입,범용전동유압식진료대[1](Mobile Animal Lift Table),범용전동유압식진료대[1],"Table, examination/treatment, general-purpose, electrohydraulic",2016-10-10,(주)신기사
동물용의료기기,089-020,수입,범용전동식진료대(Economy Lift Exam Table),범용전동식진료대[1],"Table, examination/treatment, general-purpose, electrically-powered",2019-01-30,(주)신기사
동물용의료기기,089-021,수입,범용전동식진료대(CoJack-Plus Multi-Purpose Table),범용전동식진료대[1],"Table, examination/treatment, general-purpose, electrically-powered",2019-01-30,(주)신기사
동물용의료기기,090-001,제조,핵산추출기구[1](ExiPrep™16 DX),핵산추출기구[1],"Extractor, nucleic acid",2014-01-02,(주)바이오니아
동물용의료기기,090-002,제조,핵산추출기구[1](ExiPrep™16 Plus),핵산추출기구[1],"Extractor, nucleic acid",2014-01-02,(주)바이오니아
동물용의료기기,090-003,제조,유전자증폭장치[2](Exicycler™96),유전자증폭장치[2],DNA amplifier,2014-01-02,(주)바이오니아
동물용의료기기,090-004,제조,조합형 동물용의료기기(핵산추출기구 및 유전자증폭장치)[2](ExiStation™),핵산추출기구[1],"Extractor, nucleic acid",2014-01-02,(주)바이오니아
동물용의료기기,090-005,제조,인수공통전염병유전검사용시약[3](AccuPower Salmonella spp. 3-Plex PCR Kit (MAS-1115P)),인수공통전염병유전검사용시약[3],"IVD reagents of molecular genetics for zoonosis disease,",2016-11-23,(주)바이오니아
동물용의료기기,090-006,제조,고위험성동물전염병유전검사용시약[3](AccuPower FMDV Real-time RT-PCR MasterMix kit),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2017-07-24,(주)바이오니아
동물용의료기기,090-007,제조,고위험성동물전염병유전검사용시약[3](AccuPower Bacterial Poultry 3-Plex PCR Kit),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2017-10-16,(주)바이오니아
동물용의료기기,090-008,제조,고위험성동물전염병유전검사용시약[3](AccuPower Babesia PCR Kit (BAB-1115P)),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2017-11-23,(주)바이오니아
동물용의료기기,090-009,제조,고위험성동물전염병유전검사용시약[3](AccuPower Babesia & Theileria PCR Kit (BNT-1115P)),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2017-11-23,(주)바이오니아
동물용의료기기,090-010,제조,고위험성동물전염병유전검사용시약[3](AccuPower Theileria PCR Kit (THE-1115P)),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2017-11-23,(주)바이오니아
동물용의료기기,090-011,제조,인수공통전염병유전검사용시약[3](AccuPower Salmonella spp. 4-Plex PCR Kit (MSE-1115P)),인수공통전염병유전검사용시약[3],"IVD reagents of molecular genetics for zoonosis disease,",2019-07-25,(주)바이오니아
동물용의료기기,090-012,제조,고위험성동물전염병유전검사용시약[3](AccuPower Rickettsiales 3-Plex PCR Kit (RAE-1115P)),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2019-10-11,(주)바이오니아
동물용의료기기,090-013,제조,저위험성동물전염병유전검사용시약[2](AccuPower Porcine Respiratory 4-Plex PCR Kit(MPR-1115P)),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2019-11-13,(주)바이오니아
동물용의료기기,090-014,제조,고위험성동물전염병유전검사용시약[3](AccuPower ETEC-Pili 5-Plex PCR Kit (MAP-1115P)),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2019-11-13,(주)바이오니아
동물용의료기기,090-015,제조,고위험성동물전염병유전검사용시약[3](AccuPower ETEC-Toxin 4-Plex PCR Kit (MAT-1115P)),고위험성동물전염병유전검사용시약[3],IVD reagents of molecular genetics for legally designated infectious pathogens by OIE.,2019-11-13,(주)바이오니아
동물용의료기기,090-001,수입,동물의료용영상출력기(REGIUS SIGMA),영상출력기[1],Imager for veterinary use,2015-02-27,(주)비앤비헬스케어
동물용의료기기,091-001,제조,범용전기수술기[3](AK-V4000-VET외 1건),범용전기수술기[3],"Electrosurgical system, general-purpose",2014-01-03,아프로코리아(주)
동물용의료기기,091-002,제조,일회용발조절식전기수술기용전극[3](I180705-VET외 19건),일회용발조절식전기수술기용전극[3],"Electrosurgical system handpiece, foot-controlled, single-use",2014-01-03,아프로코리아(주)
동물용의료기기,091-003,제조,재사용가능발조절식전기수술기용전극[3](CH03-VET외 5건),재사용가능발조절식전기수술기용전극[3],"Electrosurgical system handpiece, foot-controlled, reusable",2014-01-03,아프로코리아(주)
동물용의료기기,091-004,제조,재사용가능발조절식전기수술기용전극[3](RD15-VET외 5건),재사용가능발조절식전기수술기용전극[3],"Electrosurgical system handpiece, foot-controlled, reusable",2014-01-03,아프로코리아(주)
동물용의료기기,091-005,제조,재사용가능발조절식전기수술기용전극[3](S2210-VET외 5건),재사용가능발조절식전기수술기용전극[3],"Electrosurgical system handpiece, foot-controlled, reusable",2014-01-03,아프로코리아(주)
동물용의료기기,091-006,제조,범용전기수술기[3](AK-B400-VET외 2건),범용전기수술기[3],"Electrosurgical system, general-purpose",2014-01-15,아프로코리아(주)
동물용의료기기,091-007,제조,동물의료용고주파열상발생기[3](AK-F200-VET외 2건),고주파열상발생기[3],"Lesion generator, radio-frequency",2014-01-15,아프로코리아(주)
동물용의료기기,091-001,수입,혈구계산기[1](pocH-100iV DIFF),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2015-03-04,시스멕스코리아주식회사
동물용의료기기,091-002,수입,혈구검사시약[2](pocH-pack LVD),혈구검사시약[2],IVD reagents for blood test,2016-01-25,시스멕스코리아주식회사
동물용의료기기,091-003,수입,혈구계산기[1](XN-1000V 외 6건),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2016-06-22,시스멕스코리아주식회사
동물용의료기기,091-004,수입,혈액상자동분석장치[1](CellaVision DC-1),혈액상자동분석장치[1],"Analyser, blood cell, automatic",2021-04-21,시스멕스코리아주식회사
동물용의료기기,093-001,제조,환축감시장치[2](IP-3010),환축감시장치[2],Animal patient monitor,2014-01-16,(주)인퓨닉스테크놀로지
동물용의료기기,093-002,제조,환축감시장치[2](IP-4050),환축감시장치[2],Animal patient monitor,2014-01-16,(주)인퓨닉스테크놀로지
동물용의료기기,093-003,제조,환축감시장치[2](IP-1020),환축감시장치[2],Animal patient monitor,2014-01-16,(주)인퓨닉스테크놀로지
동물용의료기기,094-001,제조,펄스옥시미터[2](MP110P),펄스옥시미터[2],"Pulse oximeter, line-powered",2014-01-23,(주)멕아이씨에스
동물용의료기기,094-002,제조,조합형(환축감시장치/신생축감시장치)[2](MP1000NT Plus),환축감시장치[2],Animal patient monitor,2014-02-04,(주)멕아이씨에스
동물용의료기기,094-003,제조,조합형(환축감시장치/신생축감시장치)[2](MP1300),환축감시장치[2],Animal patient monitor,2014-02-04,(주)멕아이씨에스
동물용의료기기,094-004,제조,조합형(환축감시장치/신생축감시장치)[2](MP800),환축감시장치[2],Animal patient monitor,2014-02-04,(주)멕아이씨에스
동물용의료기기,094-005,제조,조합형(범용인공호흡기/고빈도인공호흡기/신생축·어린동물용인공호흡기)[3](MV2000),범용인공호흡기[3],"Ventilator, continuous, facility use",2014-02-04,(주)멕아이씨에스
동물용의료기기,094-006,제조,조합형(범용인공호흡기/신생축·어린동물용인공호흡기/운반형인공호흡기)[3](MTV1000),범용인공호흡기[3],"Ventilator, continuous, facility use",2014-02-04,(주)멕아이씨에스
동물용의료기기,094-007,제조,범용인공호흡기[3](HFT700),범용인공호흡기[3],"Ventilator, continuous, facility use",2022-05-13,(주)멕아이씨에스
동물용의료기기,095-001,제조,반도체레이저수술기[3](VETIOCLA),반도체레이저수술기[3],"Laser surgical unit, diode",2014-02-17,(주)에이엠아이 아이엔씨
동물용의료기기,095-001,수입,"혈액상자동분석장치[1](PointReaderV, AMD05A)",혈액상자동분석장치[1],"Analyser, blood cell, automatic",2015-04-02,한국우시오 주식회사
동물용의료기기,095-002,수입,면역화학검사용시약[2](PointStripCanineCRP),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2015-10-20,한국우시오 주식회사
동물용의료기기,095-003,수입,면역화학검사시약[2](Point Strip Feline AGP),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2017-02-22,한국우시오 주식회사
동물용의료기기,096-001,제조,특수재질골절합용나사[4](UNIBAM Small Bone Screw BS2006 Bioabsorbable Bone Screw Ø2.0 X 6mm외 95건),특수재질골절합용나사[4],"Orthopaedic bone screw, biodegradable",2014-03-06,유앤아이(주)
동물용의료기기,096-001,수입,혈구계산기[1](Abacus Junior Vet),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2015-04-22,아이테크
동물용의료기기,096-002,수입,혈구계산기[1](Abacus Junior Vet 5),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2015-05-12,아이테크
동물용의료기기,096-003,수입,젖산측정기[1](Nova StatStrip Xpress),젖산측정기[1],Lactate analyser,2015-05-27,아이테크
동물용의료기기,096-004,수입,혈액응고인자분석기[1](Coag Vet Coagulometer),혈액응고인자분석기[1],"Haematology analyser, coagulation",2015-05-27,아이테크
동물용의료기기,096-005,수입,혈당측정기[1](StatStrip Hospital Meter),병원·실험실용혈당측정기[1],Glucose analyser for clinic or laboratory,2015-07-03,아이테크
동물용의료기기,096-006,수입,혈당측정기[1](Statstrip Xpress Meter),병원·실험실용혈당측정기[1],Glucose analyser for clinic or laboratory,2015-07-03,아이테크
동물용의료기기,096-007,수입,혈액가스분석기[1](Stat Profile Prime),혈액가스분석기[1],"Analyser, blood gases",2015-07-21,아이테크
동물용의료기기,096-008,수입,혈액가스분석기[1](Stat Profile Prime VET ES),혈액가스분석기[1],"Analyser, blood gases",2015-07-23,아이테크
동물용의료기기,096-009,수입,펄스옥시미터[2](Nonin 9847V),펄스옥시미터[2],"Pulse oximeter, line-powered",2015-11-20,아이테크
동물용의료기기,096-010,수입,환축감시장치[2](Lifesense Vet LS1-10R),환축감시장치[2],Animal patient monitor,2015-11-20,아이테크
동물용의료기기,096-011,수입,혈구검사시약 [2](Diatro Lyse VET 외 8건),혈구검사시약[2],IVD reagents for blood test,2016-06-16,아이테크
동물용의료기기,096-012,수입,혈구검사시약[2](Diatro Lyse VET 외 12건),혈구검사시약[2],IVD reagents for blood test,2016-06-16,아이테크
동물용의료기기,096-013,수입,면역화학검사지[2](StatStrip Lactate Test Strips),면역화학검사지[2],IVD strip for high throughput,2016-06-16,아이테크
동물용의료기기,096-014,수입,혈액응고검사시약[3](Coag Vet PT kit 외 1건),혈액응고검사시약[3],"IVD reagents for hemostasis and thrombosis, essential tests for clinical decision",2016-06-16,아이테크
동물용의료기기,096-015,수입,면역화학검사지[2](StatStrip Glucose Strips),면역화학검사지[2],IVD strip for high throughput,2016-06-16,아이테크
동물용의료기기,096-016,수입,면역화학검사지[2](StatStrip Ketone Strips),면역화학검사지[2],IVD strip for high throughput,2016-06-16,아이테크
동물용의료기기,096-017,수입,혈액가스분석검사시약[2](MicroSensor Card),혈액가스분석검사시약[2],IVD reagents for blood gas analysis,2016-06-16,아이테크
동물용의료기기,096-018,수입,"분리방식임상화학자동분석장치[1](Pointcare V2, V3)",분리방식임상화학자동분석장치[1],Clinical chemistry automated analyser,2016-10-12,아이테크
동물용의료기기,096-019,수입,젖산측정기[1](Lactate Scout 4),젖산측정기[1],Lactate analyser,2022-09-20,아이테크
동물용의료기기,096-020,수입,분리방식임상화학자동분석장치[1](Celecare V5),분리방식임상화학자동분석장치[1],Clinical chemistry automated analyser,2022-09-20,아이테크
동물용의료기기,097-001,제조,폴리글락틴 봉합사[4](Polyglactin Suture),폴리글락틴봉합사[4],Polyglactin suture,2014-03-07,(주)파인비엠
동물용의료기기,098-001,제조,수액 치료용 다리 보조 기구[1](Leg Holder For Ringer1외 2종),수액세트[2],Intravascular administration set,2014-03-27,아이디어제곱
동물용의료기기,098-002,제조,수액병 연결호스[1](Ringer Bridge),수액세트[2],Intravascular administration set,2014-03-27,아이디어제곱
동물용의료기기,098-003,제조,원거리 주사용 주사침 보조기구[1](Long Range Rod Syrings),주사침탐침[2],"Stylet, needle",2014-03-27,아이디어제곱
동물용의료기기,098-001,수입,핵산추출기구[1](Cica Geneus DNA extraction reagent AN),핵산추출기구[1],"Extractor, nucleic acid",2015-06-09,에스큐메디칼
동물용의료기기,099-001,수입,귀적외선체온계[2](TempVerified),귀적외선체온계[2],"Thermometer, electronic, infrared, ear",2015-06-10,(주)인스텍에이치엘
동물용의료기기,100-001,수입,직접주입용의약품주입용기구[2](V-Grip applicator),직접주입용의약품주입용기구[2],Direct infusion device,2015-07-03,(주)제일바이오
동물용의료기기,101-003,수입,의약품주입펌프[2](EN-S7),의약품주입펌프[2],Infusion pump,2017-02-28,조은메디텍
동물용의료기기,101-004,수입,의약품주입펌프[2](EN-V7),의약품주입펌프[2],Infusion pump,2017-02-28,조은메디텍
동물용의료기기,101-005,수입,전동식의료용천공기[2](System 3400 Surgical Power Tools),전동식의료용천공기[2],"Trephine system, electrically-powered",2018-07-23,조은메디텍
동물용의료기기,102-001,제조,디지털진단용엑스선촬영장치[2](INALYZER (Vet)),디지털진단용엑스선촬영장치[2],"X-ray system, diagnostic, general-purpose, hand-held, digital",2014-06-18,(주)메디코어스
동물용의료기기,102-001,수입,재사용가능의료용겸자[1],재사용가능의료용겸자[1],"Forceps, reusable",2015-08-31,올리브메디칼
동물용의료기기,102-002,수입,재사용가능범용수동식의료용핀셋 [1],재사용가능범용수동식의료용핀셋[1],"Forceps, dressing, manually-operated, reusable",2015-09-15,올리브메디칼
동물용의료기기,102-003,수입,재사용가능의료용겸자[1],재사용가능의료용겸자[1],"Forceps, reusable",2015-09-15,올리브메디칼
동물용의료기기,102-004,수입,골겸자[1],골겸자[1],"Forceps, bone",2015-09-15,올리브메디칼
동물용의료기기,102-005,수입,재사용가능수동식의료용큐렛 [1],재사용가능수동식의료용큐렛[1],"Curette, manually-operated, reusable",2015-09-15,올리브메디칼
동물용의료기기,102-006,수입,수동식의료용레버[1](23-4580-00 외 4종),수동식의료용레버[1],"Lever, surgical, bone, manually-operated",2015-09-17,올리브메디칼
동물용의료기기,102-007,수입,수동식의료용끌[1](23-3710-13 외 20종),수동식의료용끌[1],"Chisel, surgical, manually-operated",2015-09-17,올리브메디칼
동물용의료기기,102-008,수입,수동식재사용의료용천공기[1](23-3355-00 외 3종),수동식재사용의료용천공기[1],"Trephine instrument, manually-operated, reusable",2015-09-17,올리브메디칼
동물용의료기기,102-009,수입,수동식의료용망치[1](23-3070-17 외 4종),수동식의료용망치[1],"Hammer, surgical, manually-operated",2015-09-17,올리브메디칼
동물용의료기기,102-010,수입,수동식의료용개창기구[1](15-3015-21 외 40종),수동식의료용개창기구[1],"Retractor, surgical, manually-operated",2015-09-17,올리브메디칼
동물용의료기기,102-011,수입,재사용가능수동식의료용칼[1](10-0231-05 외 1종),재사용가능수동식동물의료용칼[1],"Knife, manually-operated, reusable",2015-09-17,올리브메디칼
